TIME,GEO,AIRPOL,INDIC_NV,UNIT,Value,Flag and Footnotes
2018,Belgium,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Belgium,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-166.56,s
2018,Belgium,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"19,530.81",
2018,Bulgaria,Carbon dioxide,All NACE branches plus households,Tonne,"43,805,303",s
2018,Bulgaria,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Bulgaria,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Bulgaria,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Bulgaria,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"83,102",s
2018,Bulgaria,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"43,888,405",
2018,Bulgaria,Methane,All NACE branches plus households,Tonne,"271,387.39",s
2018,Bulgaria,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Bulgaria,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Bulgaria,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Bulgaria,Methane,Adjustments and statistical discrepancy,Tonne,0.06,s
2018,Bulgaria,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"271,387.45",
2018,Bulgaria,Nitrous oxide,All NACE branches plus households,Tonne,"17,937.62",s
2018,Bulgaria,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Bulgaria,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Bulgaria,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Bulgaria,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0.02,s
2018,Bulgaria,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"17,937.64",
2018,Czechia,Carbon dioxide,All NACE branches plus households,Tonne,"97,123,661",s
2018,Czechia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Czechia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Czechia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Czechia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"11,308,668",
2018,Czechia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"108,432,328",
2018,Czechia,Methane,All NACE branches plus households,Tonne,"490,735.05",s
2018,Czechia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Czechia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Czechia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Czechia,Methane,Adjustments and statistical discrepancy,Tonne,"14,817.89",s
2018,Czechia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"505,552.94",
2018,Czechia,Nitrous oxide,All NACE branches plus households,Tonne,"17,160.24",s
2018,Czechia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Czechia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Czechia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Czechia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"3,199.19",s
2018,Czechia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"20,359.44",
2018,Denmark,Carbon dioxide,All NACE branches plus households,Tonne,"75,243,627",
2018,Denmark,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Denmark,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Denmark,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Denmark,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-40,577,493",s
2018,Denmark,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"34,666,134",
2018,Denmark,Methane,All NACE branches plus households,Tonne,"273,288.33",
2018,Denmark,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Denmark,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Denmark,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Denmark,Methane,Adjustments and statistical discrepancy,Tonne,"2,054.48",s
2018,Denmark,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"275,342.81",
2018,Denmark,Nitrous oxide,All NACE branches plus households,Tonne,"19,442.11",
2018,Denmark,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Denmark,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Denmark,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Denmark,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"-1,161.59",s
2018,Denmark,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"18,280.53",
2018,Germany (until 1990 former territory of the FRG),Carbon dioxide,All NACE branches plus households,Tonne,"819,520,609",s
2018,Germany (until 1990 former territory of the FRG),Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-59,533,209",s
2018,Germany (until 1990 former territory of the FRG),Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"759,987,400",
2018,Germany (until 1990 former territory of the FRG),Methane,All NACE branches plus households,Tonne,"2,152,417.23",s
2018,Germany (until 1990 former territory of the FRG),Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Methane,Adjustments and statistical discrepancy,Tonne,-337.23,s
2018,Germany (until 1990 former territory of the FRG),Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,152,080",
2018,Germany (until 1990 former territory of the FRG),Nitrous oxide,All NACE branches plus households,Tonne,"121,668.43",s
2018,Germany (until 1990 former territory of the FRG),Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Germany (until 1990 former territory of the FRG),Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"-2,185.21",s
2018,Germany (until 1990 former territory of the FRG),Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"119,483.22",
2018,Estonia,Carbon dioxide,All NACE branches plus households,Tonne,"18,572,259",s
2018,Estonia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Estonia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Estonia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Estonia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-602,290",s
2018,Estonia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"17,969,969",
2018,Estonia,Methane,All NACE branches plus households,Tonne,"41,754.60",s
2018,Estonia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Estonia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Estonia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Estonia,Methane,Adjustments and statistical discrepancy,Tonne,"1,049.79",s
2018,Estonia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"42,804.40",
2018,Estonia,Nitrous oxide,All NACE branches plus households,Tonne,"3,041.21",s
2018,Estonia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Estonia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Estonia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Estonia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,48.99,s
2018,Estonia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"3,090.20",
2018,Ireland,Carbon dioxide,All NACE branches plus households,Tonne,"50,513,707",s
2018,Ireland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Ireland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Ireland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Ireland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-11,785,638",s
2018,Ireland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"38,728,070",
2018,Ireland,Methane,All NACE branches plus households,Tonne,"560,146.51",s
2018,Ireland,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Ireland,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Ireland,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Ireland,Methane,Adjustments and statistical discrepancy,Tonne,-35.61,s
2018,Ireland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"560,110.90",
2018,Ireland,Nitrous oxide,All NACE branches plus households,Tonne,"23,344.15",s
2018,Ireland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Ireland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Ireland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Ireland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,6.54,s
2018,Ireland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"23,350.69",
2018,Greece,Carbon dioxide,All NACE branches plus households,Tonne,"72,562,437",s
2018,Greece,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Greece,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Greece,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Greece,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-502,300",s
2018,Greece,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"72,060,138",
2018,Greece,Methane,All NACE branches plus households,Tonne,"390,987.19",s
2018,Greece,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Greece,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Greece,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Greece,Methane,Adjustments and statistical discrepancy,Tonne,0,s
2018,Greece,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"390,987.19",
2018,Greece,Nitrous oxide,All NACE branches plus households,Tonne,"14,447.61",s
2018,Greece,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Greece,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Greece,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Greece,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,13.05,s
2018,Greece,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"14,460.65",
2018,Spain,Carbon dioxide,All NACE branches plus households,Tonne,"283,568,060",p
2018,Spain,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Spain,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Spain,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Spain,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-15,176,953",
2018,Spain,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"268,391,107",
2018,Spain,Methane,All NACE branches plus households,Tonne,"1,602,812.40",p
2018,Spain,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Spain,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Spain,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Spain,Methane,Adjustments and statistical discrepancy,Tonne,"14,891.63",
2018,Spain,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,617,704.02",
2018,Spain,Nitrous oxide,All NACE branches plus households,Tonne,"58,294.59",p
2018,Spain,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Spain,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Spain,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Spain,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"2,140.40",
2018,Spain,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"60,434.98",
2018,France,Carbon dioxide,All NACE branches plus households,Tonne,"336,758,463",s
2018,France,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,France,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,France,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,France,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-9,020,499",s
2018,France,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"327,737,964",
2018,France,Methane,All NACE branches plus households,Tonne,"2,226,044.29",s
2018,France,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,France,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,France,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,France,Methane,Adjustments and statistical discrepancy,Tonne,"4,486.08",s
2018,France,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,230,530.37",
2018,France,Nitrous oxide,All NACE branches plus households,Tonne,"140,658.38",s
2018,France,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,France,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,France,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,France,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-103.09,s
2018,France,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"140,555.29",
2018,Croatia,Carbon dioxide,All NACE branches plus households,Tonne,"18,278,119",s
2018,Croatia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Croatia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Croatia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Croatia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"54,788",s
2018,Croatia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"18,332,907",
2018,Croatia,Methane,All NACE branches plus households,Tonne,"171,107.59",s
2018,Croatia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Croatia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Croatia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Croatia,Methane,Adjustments and statistical discrepancy,Tonne,-20.45,s
2018,Croatia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"171,087.15",
2018,Croatia,Nitrous oxide,All NACE branches plus households,Tonne,"5,422.18",s
2018,Croatia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Croatia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Croatia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Croatia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-106.4,s
2018,Croatia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"5,315.78",
2018,Italy,Carbon dioxide,All NACE branches plus households,Tonne,"360,953,245",p
2018,Italy,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"19,650,953",p
2018,Italy,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Italy,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"5,118,920",p
2018,Italy,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,p
2018,Italy,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"346,421,212",p
2018,Italy,Methane,All NACE branches plus households,Tonne,"1,712,711.56",p
2018,Italy,Methane,Production and consumption activities abroad by residents,Tonne,"1,462.25",p
2018,Italy,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Italy,Methane,Production and consumption activities on the territory by non-residents,Tonne,436.65,p
2018,Italy,Methane,Adjustments and statistical discrepancy,Tonne,0,p
2018,Italy,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,711,685.96",p
2018,Italy,Nitrous oxide,All NACE branches plus households,Tonne,"58,481.99",p
2018,Italy,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,512.15,p
2018,Italy,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Italy,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,148.52,p
2018,Italy,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,p
2018,Italy,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"58,118.36",p
2018,Cyprus,Carbon dioxide,All NACE branches plus households,Tonne,"7,534,491",s
2018,Cyprus,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Cyprus,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Cyprus,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Cyprus,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-144,373",s
2018,Cyprus,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"7,390,118",
2018,Cyprus,Methane,All NACE branches plus households,Tonne,"34,566.22",s
2018,Cyprus,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Cyprus,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Cyprus,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Cyprus,Methane,Adjustments and statistical discrepancy,Tonne,-6.71,s
2018,Cyprus,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"34,559.52",
2018,Cyprus,Nitrous oxide,All NACE branches plus households,Tonne,988.76,s
2018,Cyprus,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Cyprus,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Cyprus,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Cyprus,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-5.36,s
2018,Cyprus,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,983.4,
2018,Latvia,Carbon dioxide,All NACE branches plus households,Tonne,"9,776,846",s
2018,Latvia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Latvia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Latvia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Latvia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,906,655",s
2018,Latvia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"7,870,191",
2018,Latvia,Methane,All NACE branches plus households,Tonne,"69,324.69",s
2018,Latvia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Latvia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Latvia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Latvia,Methane,Adjustments and statistical discrepancy,Tonne,-421.34,s
2018,Latvia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"68,903.35",
2018,Latvia,Nitrous oxide,All NACE branches plus households,Tonne,"6,546.52",s
2018,Latvia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Latvia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Latvia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Latvia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,s
2018,Latvia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,546.52",
2018,Lithuania,Carbon dioxide,All NACE branches plus households,Tonne,"24,106,678",s
2018,Lithuania,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Lithuania,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Lithuania,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Lithuania,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-10,629,096",s
2018,Lithuania,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"13,477,582",
2018,Lithuania,Methane,All NACE branches plus households,Tonne,"123,715.78",s
2018,Lithuania,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Lithuania,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Lithuania,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Lithuania,Methane,Adjustments and statistical discrepancy,Tonne,"-1,571.64",s
2018,Lithuania,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"122,144.14",
2018,Lithuania,Nitrous oxide,All NACE branches plus households,Tonne,"9,904.64",s
2018,Lithuania,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Lithuania,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Lithuania,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Lithuania,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-178.36,s
2018,Lithuania,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"9,726.28",
2018,Luxembourg,Carbon dioxide,All NACE branches plus households,Tonne,"9,177,091",s
2018,Luxembourg,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Luxembourg,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Luxembourg,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Luxembourg,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"395,894",s
2018,Luxembourg,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"9,572,985",
2018,Luxembourg,Methane,All NACE branches plus households,Tonne,"23,576.49",s
2018,Luxembourg,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Luxembourg,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Luxembourg,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Luxembourg,Methane,Adjustments and statistical discrepancy,Tonne,75.6,s
2018,Luxembourg,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"23,652.09",
2018,Luxembourg,Nitrous oxide,All NACE branches plus households,Tonne,"1,049.89",s
2018,Luxembourg,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Luxembourg,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Luxembourg,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Luxembourg,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,30.56,s
2018,Luxembourg,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,080.46",
2018,Hungary,Carbon dioxide,All NACE branches plus households,Tonne,"52,437,644",s
2018,Hungary,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Hungary,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Hungary,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Hungary,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-2,787,589",s
2018,Hungary,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"49,650,055",
2018,Hungary,Methane,All NACE branches plus households,Tonne,"299,329.59",s
2018,Hungary,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Hungary,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Hungary,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Hungary,Methane,Adjustments and statistical discrepancy,Tonne,-22.9,s
2018,Hungary,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"299,306.69",
2018,Hungary,Nitrous oxide,All NACE branches plus households,Tonne,"15,949.75",s
2018,Hungary,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Hungary,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Hungary,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Hungary,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-43.88,s
2018,Hungary,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"15,905.86",
2018,Malta,Carbon dioxide,All NACE branches plus households,Tonne,"3,086,365",s
2018,Malta,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,500,524",s
2018,Malta,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Malta,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,s
2018,Malta,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2018,Malta,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,585,842",
2018,Malta,Methane,All NACE branches plus households,Tonne,"7,934.11",s
2018,Malta,Methane,Production and consumption activities abroad by residents,Tonne,:,
2018,Malta,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2018,Malta,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Malta,Methane,Adjustments and statistical discrepancy,Tonne,0,
2018,Malta,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"7,934.11",
2018,Malta,Nitrous oxide,All NACE branches plus households,Tonne,133.18,s
2018,Malta,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2018,Malta,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2018,Malta,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2018,Malta,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2018,Malta,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,133.18,
2018,Netherlands,Carbon dioxide,All NACE branches plus households,Tonne,"180,577,026",
2018,Netherlands,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"22,333,956",
2018,Netherlands,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2018,Netherlands,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"6,947,047",
2018,Netherlands,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2018,Netherlands,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,:,
2018,Netherlands,Methane,All NACE branches plus households,Tonne,"693,810.49",
2018,Netherlands,Methane,Production and consumption activities abroad by residents,Tonne,514.1,
2018,Netherlands,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2018,Netherlands,Methane,Production and consumption activities on the territory by non-residents,Tonne,221.79,
