TIME,GEO,AIRPOL,INDIC_NV,UNIT,Value,Flag and Footnotes
2010,Serbia,Carbon dioxide,All NACE branches plus households,Tonne,"50,083,676",
2010,Serbia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2010,Serbia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2010,Serbia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2010,Serbia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2010,Serbia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"50,083,676",
2010,Serbia,Methane,All NACE branches plus households,Tonne,"333,580.47",
2010,Serbia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2010,Serbia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2010,Serbia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2010,Serbia,Methane,Adjustments and statistical discrepancy,Tonne,:,
2010,Serbia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"333,580.47",
2010,Serbia,Nitrous oxide,All NACE branches plus households,Tonne,"3,720.61",
2010,Serbia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2010,Serbia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2010,Serbia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2010,Serbia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,:,
2010,Serbia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"3,720.61",
2010,Turkey,Carbon dioxide,All NACE branches plus households,Tonne,"314,380,033",
2010,Turkey,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2010,Turkey,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2010,Turkey,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2010,Turkey,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2010,Turkey,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"314,380,033",
2010,Turkey,Methane,All NACE branches plus households,Tonne,"2,052,607.24",
2010,Turkey,Methane,Production and consumption activities abroad by residents,Tonne,:,
2010,Turkey,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2010,Turkey,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2010,Turkey,Methane,Adjustments and statistical discrepancy,Tonne,:,
2010,Turkey,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,052,607.24",
2010,Turkey,Nitrous oxide,All NACE branches plus households,Tonne,"98,744.66",
2010,Turkey,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2010,Turkey,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2010,Turkey,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2010,Turkey,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,:,
2010,Turkey,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"98,744.66",
2011,European Union - 27 countries (from 2020),Carbon dioxide,All NACE branches plus households,Tonne,"3,521,365,545",s
2011,European Union - 27 countries (from 2020),Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"240,597,484",s
2011,European Union - 27 countries (from 2020),Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"569,811",
2011,European Union - 27 countries (from 2020),Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"61,371,378",s
2011,European Union - 27 countries (from 2020),Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-10,828,855",
2011,European Union - 27 countries (from 2020),Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"3,331,310,584",
2011,European Union - 27 countries (from 2020),Methane,All NACE branches plus households,Tonne,"16,775,605.48",s
2011,European Union - 27 countries (from 2020),Methane,Production and consumption activities abroad by residents,Tonne,"8,357.21",
2011,European Union - 27 countries (from 2020),Methane,Fishing vessels operated abroad by residents,Tonne,54.78,
2011,European Union - 27 countries (from 2020),Methane,Production and consumption activities on the territory by non-residents,Tonne,"2,770",
2011,European Union - 27 countries (from 2020),Methane,Adjustments and statistical discrepancy,Tonne,"-9,479.49",
2011,European Union - 27 countries (from 2020),Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"16,760,538.79",
2011,European Union - 27 countries (from 2020),Nitrous oxide,All NACE branches plus households,Tonne,"718,910.50",s
2011,European Union - 27 countries (from 2020),Nitrous oxide,Production and consumption activities abroad by residents,Tonne,"7,146.78",
2011,European Union - 27 countries (from 2020),Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,15.07,
2011,European Union - 27 countries (from 2020),Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,"1,916.39",
2011,European Union - 27 countries (from 2020),Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"4,113.87",
2011,European Union - 27 countries (from 2020),Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"717,793.97",
2011,European Union - 28 countries (2013-2020),Carbon dioxide,All NACE branches plus households,Tonne,"4,045,987,705",s
2011,European Union - 28 countries (2013-2020),Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"276,035,333",s
2011,European Union - 28 countries (2013-2020),Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"569,811",
2011,European Union - 28 countries (2013-2020),Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"81,785,338",s
2011,European Union - 28 countries (2013-2020),Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-53,285,236",
2011,European Union - 28 countries (2013-2020),Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"3,798,452,474",
2011,European Union - 28 countries (2013-2020),Methane,All NACE branches plus households,Tonne,"19,221,609.69",s
2011,European Union - 28 countries (2013-2020),Methane,Production and consumption activities abroad by residents,Tonne,"8,684.98",
2011,European Union - 28 countries (2013-2020),Methane,Fishing vessels operated abroad by residents,Tonne,54.78,
2011,European Union - 28 countries (2013-2020),Methane,Production and consumption activities on the territory by non-residents,Tonne,"2,904.64",
2011,European Union - 28 countries (2013-2020),Methane,Adjustments and statistical discrepancy,Tonne,"-9,684.06",
2011,European Union - 28 countries (2013-2020),Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"19,206,145.28",
2011,European Union - 28 countries (2013-2020),Nitrous oxide,All NACE branches plus households,Tonne,"784,858.85",s
2011,European Union - 28 countries (2013-2020),Nitrous oxide,Production and consumption activities abroad by residents,Tonne,"8,455.27",
2011,European Union - 28 countries (2013-2020),Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,15.07,
2011,European Union - 28 countries (2013-2020),Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,"2,637.28",
2011,European Union - 28 countries (2013-2020),Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"2,609.56",
2011,European Union - 28 countries (2013-2020),Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"781,650.42",
2011,Belgium,Carbon dioxide,All NACE branches plus households,Tonne,"106,701,201",
2011,Belgium,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"2,937,177",
2011,Belgium,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Belgium,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"3,605,613",
2011,Belgium,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-3,050,460",
2011,Belgium,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"104,319,178",
2011,Belgium,Methane,All NACE branches plus households,Tonne,"341,450.83",
2011,Belgium,Methane,Production and consumption activities abroad by residents,Tonne,94.37,
2011,Belgium,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Belgium,Methane,Production and consumption activities on the territory by non-residents,Tonne,98.82,
2011,Belgium,Methane,Adjustments and statistical discrepancy,Tonne,-459.14,
2011,Belgium,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"340,996.14",
2011,Belgium,Nitrous oxide,All NACE branches plus households,Tonne,"21,661.91",
2011,Belgium,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,91.97,
2011,Belgium,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Belgium,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,115.51,
2011,Belgium,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-360.63,
2011,Belgium,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"21,324.82",
2011,Bulgaria,Carbon dioxide,All NACE branches plus households,Tonne,"53,118,311",
2011,Bulgaria,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"358,829",
2011,Bulgaria,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Bulgaria,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"87,608",
2011,Bulgaria,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"271,221",
2011,Bulgaria,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"53,118,311",
2011,Bulgaria,Methane,All NACE branches plus households,Tonne,"318,891.48",
2011,Bulgaria,Methane,Production and consumption activities abroad by residents,Tonne,19.16,
2011,Bulgaria,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2011,Bulgaria,Methane,Production and consumption activities on the territory by non-residents,Tonne,3.57,
2011,Bulgaria,Methane,Adjustments and statistical discrepancy,Tonne,15.6,
2011,Bulgaria,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"318,891.48",
2011,Bulgaria,Nitrous oxide,All NACE branches plus households,Tonne,"13,394.62",
2011,Bulgaria,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,8.06,
2011,Bulgaria,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Bulgaria,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,2.34,
2011,Bulgaria,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,5.72,
2011,Bulgaria,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"13,394.62",
2011,Czechia,Carbon dioxide,All NACE branches plus households,Tonne,"104,968,913",
2011,Czechia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,014,435",
2011,Czechia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Czechia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"653,943",
2011,Czechia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"11,345,166",
2011,Czechia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"115,953,587",
2011,Czechia,Methane,All NACE branches plus households,Tonne,"587,767.58",
2011,Czechia,Methane,Production and consumption activities abroad by residents,Tonne,115.22,
2011,Czechia,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Czechia,Methane,Production and consumption activities on the territory by non-residents,Tonne,51.23,
2011,Czechia,Methane,Adjustments and statistical discrepancy,Tonne,"-9,055.41",
2011,Czechia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"578,648.18",
2011,Czechia,Nitrous oxide,All NACE branches plus households,Tonne,"15,633.64",
2011,Czechia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,126.77,
2011,Czechia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Czechia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,87.57,
2011,Czechia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"3,012.27",
2011,Czechia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"18,606.71",
2011,Denmark,Carbon dioxide,All NACE branches plus households,Tonne,"85,186,471",
2011,Denmark,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"41,213,763",
2011,Denmark,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Denmark,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"643,143",
2011,Denmark,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Denmark,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"44,615,851",
2011,Denmark,Methane,All NACE branches plus households,Tonne,"287,115.44",
2011,Denmark,Methane,Production and consumption activities abroad by residents,Tonne,"1,155.33",
2011,Denmark,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Denmark,Methane,Production and consumption activities on the territory by non-residents,Tonne,0,
2011,Denmark,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Denmark,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"285,960.11",
2011,Denmark,Nitrous oxide,All NACE branches plus households,Tonne,"18,550.77",
2011,Denmark,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,"1,093.41",
2011,Denmark,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Denmark,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,25,
2011,Denmark,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Denmark,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"17,482.35",
2011,Germany (until 1990 former territory of the FRG),Carbon dioxide,All NACE branches plus households,Tonne,"871,055,271",
2011,Germany (until 1990 former territory of the FRG),Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"64,252,660",
2011,Germany (until 1990 former territory of the FRG),Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Germany (until 1990 former territory of the FRG),Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"10,955,204",
2011,Germany (until 1990 former territory of the FRG),Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-8,009,269",
2011,Germany (until 1990 former territory of the FRG),Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"809,748,546",
2011,Germany (until 1990 former territory of the FRG),Methane,All NACE branches plus households,Tonne,"2,330,282.36",
2011,Germany (until 1990 former territory of the FRG),Methane,Production and consumption activities abroad by residents,Tonne,"1,127.36",
2011,Germany (until 1990 former territory of the FRG),Methane,Fishing vessels operated abroad by residents,Tonne,:,
2011,Germany (until 1990 former territory of the FRG),Methane,Production and consumption activities on the territory by non-residents,Tonne,131.59,
2011,Germany (until 1990 former territory of the FRG),Methane,Adjustments and statistical discrepancy,Tonne,-78.03,
2011,Germany (until 1990 former territory of the FRG),Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,329,208.56",
2011,Germany (until 1990 former territory of the FRG),Nitrous oxide,All NACE branches plus households,Tonne,"128,619.79",
2011,Germany (until 1990 former territory of the FRG),Nitrous oxide,Production and consumption activities abroad by residents,Tonne,"2,177.70",
2011,Germany (until 1990 former territory of the FRG),Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Germany (until 1990 former territory of the FRG),Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,445.9,
2011,Germany (until 1990 former territory of the FRG),Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-352.87,
2011,Germany (until 1990 former territory of the FRG),Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"126,535.13",
2011,Estonia,Carbon dioxide,All NACE branches plus households,Tonne,"19,474,803",
2011,Estonia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"468,975",
2011,Estonia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,728,
2011,Estonia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"92,022",
2011,Estonia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Estonia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"19,097,849",
2011,Estonia,Methane,All NACE branches plus households,Tonne,"46,740.50",
2011,Estonia,Methane,Production and consumption activities abroad by residents,Tonne,51.57,
2011,Estonia,Methane,Fishing vessels operated abroad by residents,Tonne,0.07,
2011,Estonia,Methane,Production and consumption activities on the territory by non-residents,Tonne,10.8,
2011,Estonia,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Estonia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"46,699.73",
2011,Estonia,Nitrous oxide,All NACE branches plus households,Tonne,"2,724.94",
2011,Estonia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,14.7,
2011,Estonia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0.02,
2011,Estonia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,2.7,
2011,Estonia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0.14,
2011,Estonia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,713.08",
2011,Ireland,Carbon dioxide,All NACE branches plus households,Tonne,"46,104,770",
2011,Ireland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"9,493,310",
2011,Ireland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Ireland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,390,240",
2011,Ireland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,227",
2011,Ireland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"38,000,473",
2011,Ireland,Methane,All NACE branches plus households,Tonne,"481,341.82",
2011,Ireland,Methane,Production and consumption activities abroad by residents,Tonne,27.9,
2011,Ireland,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2011,Ireland,Methane,Production and consumption activities on the territory by non-residents,Tonne,11.06,
2011,Ireland,Methane,Adjustments and statistical discrepancy,Tonne,0.69,
2011,Ireland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"481,325.67",
2011,Ireland,Nitrous oxide,All NACE branches plus households,Tonne,"19,913.61",
2011,Ireland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,6.81,
2011,Ireland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Ireland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,28.74,
2011,Ireland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0.69,
2011,Ireland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"19,936.23",
2011,Greece,Carbon dioxide,All NACE branches plus households,Tonne,"94,531,703",
2011,Greece,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2011,Greece,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Greece,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2011,Greece,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,1,
2011,Greece,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"94,531,703",
2011,Greece,Methane,All NACE branches plus households,Tonne,"432,653.44",
2011,Greece,Methane,Production and consumption activities abroad by residents,Tonne,:,
2011,Greece,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2011,Greece,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2011,Greece,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Greece,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"432,653.44",
2011,Greece,Nitrous oxide,All NACE branches plus households,Tonne,"17,594.10",
2011,Greece,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2011,Greece,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Greece,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2011,Greece,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Greece,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"17,594.10",
2011,Spain,Carbon dioxide,All NACE branches plus households,Tonne,"295,924,977",
2011,Spain,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"15,234,547",
2011,Spain,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"465,573",
2011,Spain,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"3,350,867",
2011,Spain,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Spain,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"284,041,297",
2011,Spain,Methane,All NACE branches plus households,Tonne,"1,623,094.87",
2011,Spain,Methane,Production and consumption activities abroad by residents,Tonne,426.49,
2011,Spain,Methane,Fishing vessels operated abroad by residents,Tonne,43.98,
2011,Spain,Methane,Production and consumption activities on the territory by non-residents,Tonne,184.63,
2011,Spain,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Spain,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,622,853.01",
2011,Spain,Nitrous oxide,All NACE branches plus households,Tonne,"55,543.23",
2011,Spain,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,410.59,
2011,Spain,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,12.57,
2011,Spain,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,98.59,
2011,Spain,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"1,514.06",
2011,Spain,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"56,745.29",
2011,France,Carbon dioxide,All NACE branches plus households,Tonne,"378,293,478",
2011,France,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"22,706,640",
2011,France,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,France,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"12,786,850",
2011,France,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-3,212,903",
2011,France,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"365,160,786",
2011,France,Methane,All NACE branches plus households,Tonne,"2,397,999.47",
2011,France,Methane,Production and consumption activities abroad by residents,Tonne,736.29,
2011,France,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2011,France,Methane,Production and consumption activities on the territory by non-residents,Tonne,776.17,
2011,France,Methane,Adjustments and statistical discrepancy,Tonne,-7.86,
2011,France,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,398,031.49",
2011,France,Nitrous oxide,All NACE branches plus households,Tonne,"136,272.30",
2011,France,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,647.27,
2011,France,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,France,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,347.37,
2011,France,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-3.49,
2011,France,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"135,968.91",
2011,Croatia,Carbon dioxide,All NACE branches plus households,Tonne,"20,699,036",
2011,Croatia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"2,115,122",
2011,Croatia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Croatia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,199,161",
2011,Croatia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"915,961",
2011,Croatia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"20,699,036",
2011,Croatia,Methane,All NACE branches plus households,Tonne,"167,157.33",
2011,Croatia,Methane,Production and consumption activities abroad by residents,Tonne,236.17,
2011,Croatia,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Croatia,Methane,Production and consumption activities on the territory by non-residents,Tonne,123.38,
2011,Croatia,Methane,Adjustments and statistical discrepancy,Tonne,112.79,
2011,Croatia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"167,157.33",
2011,Croatia,Nitrous oxide,All NACE branches plus households,Tonne,"8,407.34",
2011,Croatia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,59.05,
2011,Croatia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Croatia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,33.72,
2011,Croatia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,25.34,
2011,Croatia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"8,407.34",
2011,Italy,Carbon dioxide,All NACE branches plus households,Tonne,"429,873,707",
2011,Italy,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"21,059,351",
2011,Italy,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Italy,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"5,129,879",
2011,Italy,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Italy,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"413,944,235",
2011,Italy,Methane,All NACE branches plus households,Tonne,"1,820,590.97",
2011,Italy,Methane,Production and consumption activities abroad by residents,Tonne,"1,642.82",
2011,Italy,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Italy,Methane,Production and consumption activities on the territory by non-residents,Tonne,525.24,
2011,Italy,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Italy,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,819,473.39",
2011,Italy,Nitrous oxide,All NACE branches plus households,Tonne,"61,782.32",
2011,Italy,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,545.65,
2011,Italy,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Italy,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,138.75,
2011,Italy,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Italy,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"61,375.43",
2011,Cyprus,Carbon dioxide,All NACE branches plus households,Tonne,"8,200,938",
2011,Cyprus,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"459,973",
2011,Cyprus,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Cyprus,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"35,778",
2011,Cyprus,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-16,404",
2011,Cyprus,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"7,760,339",
2011,Cyprus,Methane,All NACE branches plus households,Tonne,"32,704.42",
2011,Cyprus,Methane,Production and consumption activities abroad by residents,Tonne,26.65,
2011,Cyprus,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Cyprus,Methane,Production and consumption activities on the territory by non-residents,Tonne,3.73,
2011,Cyprus,Methane,Adjustments and statistical discrepancy,Tonne,-0.6,
2011,Cyprus,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"32,680.90",
2011,Cyprus,Nitrous oxide,All NACE branches plus households,Tonne,"1,035.56",
2011,Cyprus,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,13.3,
2011,Cyprus,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Cyprus,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,0.58,
2011,Cyprus,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-0.64,
2011,Cyprus,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,022.19",
2011,Latvia,Carbon dioxide,All NACE branches plus households,Tonne,"9,276,712",
